global_index,scene_id,scene_key,crop_group,crop_name,region_group,region_name,date,region_code,field_code,image_index,height,width,bands,band_order,blue_tif,green_tif,red_tif,rededge_tif,nir_tif,json_path,hr_npy,lr_x2_npy,lr_x3_npy,lr_x4_npy,status
1658,scene_001658,220818KW0380112,1,배추,1,강원도,220818,KW,038,0112,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0112.tif,220818KW038G0112.tif,220818KW038R0112.tif,220818KW038E0112.tif,220818KW038N0112.tif,220818KW038B0112.json,HR_npy/scene_001658_1배추_1강원도_HR.npy,LR_x2_npy/scene_001658_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001658_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001658_1배추_1강원도_LR_x4.npy,success
1659,scene_001659,220818KW0380113,1,배추,1,강원도,220818,KW,038,0113,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0113.tif,220818KW038G0113.tif,220818KW038R0113.tif,220818KW038E0113.tif,220818KW038N0113.tif,220818KW038B0113.json,HR_npy/scene_001659_1배추_1강원도_HR.npy,LR_x2_npy/scene_001659_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001659_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001659_1배추_1강원도_LR_x4.npy,success
1660,scene_001660,220818KW0380114,1,배추,1,강원도,220818,KW,038,0114,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0114.tif,220818KW038G0114.tif,220818KW038R0114.tif,220818KW038E0114.tif,220818KW038N0114.tif,220818KW038B0114.json,HR_npy/scene_001660_1배추_1강원도_HR.npy,LR_x2_npy/scene_001660_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001660_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001660_1배추_1강원도_LR_x4.npy,success
1661,scene_001661,220818KW0380115,1,배추,1,강원도,220818,KW,038,0115,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0115.tif,220818KW038G0115.tif,220818KW038R0115.tif,220818KW038E0115.tif,220818KW038N0115.tif,220818KW038B0115.json,HR_npy/scene_001661_1배추_1강원도_HR.npy,LR_x2_npy/scene_001661_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001661_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001661_1배추_1강원도_LR_x4.npy,success
1662,scene_001662,220818KW0380118,1,배추,1,강원도,220818,KW,038,0118,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0118.tif,220818KW038G0118.tif,220818KW038R0118.tif,220818KW038E0118.tif,220818KW038N0118.tif,220818KW038B0118.json,HR_npy/scene_001662_1배추_1강원도_HR.npy,LR_x2_npy/scene_001662_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001662_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001662_1배추_1강원도_LR_x4.npy,success
1663,scene_001663,220818KW0380119,1,배추,1,강원도,220818,KW,038,0119,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0119.tif,220818KW038G0119.tif,220818KW038R0119.tif,220818KW038E0119.tif,220818KW038N0119.tif,220818KW038B0119.json,HR_npy/scene_001663_1배추_1강원도_HR.npy,LR_x2_npy/scene_001663_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001663_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001663_1배추_1강원도_LR_x4.npy,success
1664,scene_001664,220818KW0380121,1,배추,1,강원도,220818,KW,038,0121,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0121.tif,220818KW038G0121.tif,220818KW038R0121.tif,220818KW038E0121.tif,220818KW038N0121.tif,220818KW038B0121.json,HR_npy/scene_001664_1배추_1강원도_HR.npy,LR_x2_npy/scene_001664_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001664_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001664_1배추_1강원도_LR_x4.npy,success
1665,scene_001665,220818KW0380122,1,배추,1,강원도,220818,KW,038,0122,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0122.tif,220818KW038G0122.tif,220818KW038R0122.tif,220818KW038E0122.tif,220818KW038N0122.tif,220818KW038B0122.json,HR_npy/scene_001665_1배추_1강원도_HR.npy,LR_x2_npy/scene_001665_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001665_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001665_1배추_1강원도_LR_x4.npy,success
1666,scene_001666,220818KW0380123,1,배추,1,강원도,220818,KW,038,0123,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0123.tif,220818KW038G0123.tif,220818KW038R0123.tif,220818KW038E0123.tif,220818KW038N0123.tif,220818KW038B0123.json,HR_npy/scene_001666_1배추_1강원도_HR.npy,LR_x2_npy/scene_001666_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001666_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001666_1배추_1강원도_LR_x4.npy,success
1667,scene_001667,220818KW0380124,1,배추,1,강원도,220818,KW,038,0124,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0124.tif,220818KW038G0124.tif,220818KW038R0124.tif,220818KW038E0124.tif,220818KW038N0124.tif,220818KW038B0124.json,HR_npy/scene_001667_1배추_1강원도_HR.npy,LR_x2_npy/scene_001667_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001667_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001667_1배추_1강원도_LR_x4.npy,success
1668,scene_001668,220818KW0380125,1,배추,1,강원도,220818,KW,038,0125,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0125.tif,220818KW038G0125.tif,220818KW038R0125.tif,220818KW038E0125.tif,220818KW038N0125.tif,220818KW038B0125.json,HR_npy/scene_001668_1배추_1강원도_HR.npy,LR_x2_npy/scene_001668_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001668_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001668_1배추_1강원도_LR_x4.npy,success
1669,scene_001669,220818KW0380126,1,배추,1,강원도,220818,KW,038,0126,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0126.tif,220818KW038G0126.tif,220818KW038R0126.tif,220818KW038E0126.tif,220818KW038N0126.tif,220818KW038B0126.json,HR_npy/scene_001669_1배추_1강원도_HR.npy,LR_x2_npy/scene_001669_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001669_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001669_1배추_1강원도_LR_x4.npy,success
1670,scene_001670,220818KW0380127,1,배추,1,강원도,220818,KW,038,0127,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0127.tif,220818KW038G0127.tif,220818KW038R0127.tif,220818KW038E0127.tif,220818KW038N0127.tif,220818KW038B0127.json,HR_npy/scene_001670_1배추_1강원도_HR.npy,LR_x2_npy/scene_001670_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001670_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001670_1배추_1강원도_LR_x4.npy,success
1671,scene_001671,220818KW0380128,1,배추,1,강원도,220818,KW,038,0128,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0128.tif,220818KW038G0128.tif,220818KW038R0128.tif,220818KW038E0128.tif,220818KW038N0128.tif,220818KW038B0128.json,HR_npy/scene_001671_1배추_1강원도_HR.npy,LR_x2_npy/scene_001671_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001671_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001671_1배추_1강원도_LR_x4.npy,success
1672,scene_001672,220818KW0380129,1,배추,1,강원도,220818,KW,038,0129,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0129.tif,220818KW038G0129.tif,220818KW038R0129.tif,220818KW038E0129.tif,220818KW038N0129.tif,220818KW038B0129.json,HR_npy/scene_001672_1배추_1강원도_HR.npy,LR_x2_npy/scene_001672_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001672_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001672_1배추_1강원도_LR_x4.npy,success
1673,scene_001673,220818KW0380130,1,배추,1,강원도,220818,KW,038,0130,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0130.tif,220818KW038G0130.tif,220818KW038R0130.tif,220818KW038E0130.tif,220818KW038N0130.tif,220818KW038B0130.json,HR_npy/scene_001673_1배추_1강원도_HR.npy,LR_x2_npy/scene_001673_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001673_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001673_1배추_1강원도_LR_x4.npy,success
1674,scene_001674,220818KW0380131,1,배추,1,강원도,220818,KW,038,0131,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0131.tif,220818KW038G0131.tif,220818KW038R0131.tif,220818KW038E0131.tif,220818KW038N0131.tif,220818KW038B0131.json,HR_npy/scene_001674_1배추_1강원도_HR.npy,LR_x2_npy/scene_001674_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001674_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001674_1배추_1강원도_LR_x4.npy,success
1675,scene_001675,220818KW0380134,1,배추,1,강원도,220818,KW,038,0134,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0134.tif,220818KW038G0134.tif,220818KW038R0134.tif,220818KW038E0134.tif,220818KW038N0134.tif,220818KW038B0134.json,HR_npy/scene_001675_1배추_1강원도_HR.npy,LR_x2_npy/scene_001675_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001675_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001675_1배추_1강원도_LR_x4.npy,success
1676,scene_001676,220818KW0380135,1,배추,1,강원도,220818,KW,038,0135,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0135.tif,220818KW038G0135.tif,220818KW038R0135.tif,220818KW038E0135.tif,220818KW038N0135.tif,220818KW038B0135.json,HR_npy/scene_001676_1배추_1강원도_HR.npy,LR_x2_npy/scene_001676_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001676_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001676_1배추_1강원도_LR_x4.npy,success
1677,scene_001677,220818KW0380136,1,배추,1,강원도,220818,KW,038,0136,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0136.tif,220818KW038G0136.tif,220818KW038R0136.tif,220818KW038E0136.tif,220818KW038N0136.tif,220818KW038B0136.json,HR_npy/scene_001677_1배추_1강원도_HR.npy,LR_x2_npy/scene_001677_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001677_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001677_1배추_1강원도_LR_x4.npy,success
1678,scene_001678,220818KW0380137,1,배추,1,강원도,220818,KW,038,0137,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0137.tif,220818KW038G0137.tif,220818KW038R0137.tif,220818KW038E0137.tif,220818KW038N0137.tif,220818KW038B0137.json,HR_npy/scene_001678_1배추_1강원도_HR.npy,LR_x2_npy/scene_001678_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001678_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001678_1배추_1강원도_LR_x4.npy,success
1679,scene_001679,220818KW0380138,1,배추,1,강원도,220818,KW,038,0138,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0138.tif,220818KW038G0138.tif,220818KW038R0138.tif,220818KW038E0138.tif,220818KW038N0138.tif,220818KW038B0138.json,HR_npy/scene_001679_1배추_1강원도_HR.npy,LR_x2_npy/scene_001679_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001679_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001679_1배추_1강원도_LR_x4.npy,success
1680,scene_001680,220818KW0380139,1,배추,1,강원도,220818,KW,038,0139,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0139.tif,220818KW038G0139.tif,220818KW038R0139.tif,220818KW038E0139.tif,220818KW038N0139.tif,220818KW038B0139.json,HR_npy/scene_001680_1배추_1강원도_HR.npy,LR_x2_npy/scene_001680_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001680_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001680_1배추_1강원도_LR_x4.npy,success
1681,scene_001681,220818KW0380140,1,배추,1,강원도,220818,KW,038,0140,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0140.tif,220818KW038G0140.tif,220818KW038R0140.tif,220818KW038E0140.tif,220818KW038N0140.tif,220818KW038B0140.json,HR_npy/scene_001681_1배추_1강원도_HR.npy,LR_x2_npy/scene_001681_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001681_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001681_1배추_1강원도_LR_x4.npy,success
1682,scene_001682,220818KW0380141,1,배추,1,강원도,220818,KW,038,0141,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0141.tif,220818KW038G0141.tif,220818KW038R0141.tif,220818KW038E0141.tif,220818KW038N0141.tif,220818KW038B0141.json,HR_npy/scene_001682_1배추_1강원도_HR.npy,LR_x2_npy/scene_001682_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001682_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001682_1배추_1강원도_LR_x4.npy,success
1683,scene_001683,220818KW0380142,1,배추,1,강원도,220818,KW,038,0142,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0142.tif,220818KW038G0142.tif,220818KW038R0142.tif,220818KW038E0142.tif,220818KW038N0142.tif,220818KW038B0142.json,HR_npy/scene_001683_1배추_1강원도_HR.npy,LR_x2_npy/scene_001683_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001683_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001683_1배추_1강원도_LR_x4.npy,success
1684,scene_001684,220818KW0380143,1,배추,1,강원도,220818,KW,038,0143,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0143.tif,220818KW038G0143.tif,220818KW038R0143.tif,220818KW038E0143.tif,220818KW038N0143.tif,220818KW038B0143.json,HR_npy/scene_001684_1배추_1강원도_HR.npy,LR_x2_npy/scene_001684_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001684_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001684_1배추_1강원도_LR_x4.npy,success
1685,scene_001685,220818KW0380144,1,배추,1,강원도,220818,KW,038,0144,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0144.tif,220818KW038G0144.tif,220818KW038R0144.tif,220818KW038E0144.tif,220818KW038N0144.tif,220818KW038B0144.json,HR_npy/scene_001685_1배추_1강원도_HR.npy,LR_x2_npy/scene_001685_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001685_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001685_1배추_1강원도_LR_x4.npy,success
1686,scene_001686,220818KW0380147,1,배추,1,강원도,220818,KW,038,0147,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0147.tif,220818KW038G0147.tif,220818KW038R0147.tif,220818KW038E0147.tif,220818KW038N0147.tif,220818KW038B0147.json,HR_npy/scene_001686_1배추_1강원도_HR.npy,LR_x2_npy/scene_001686_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001686_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001686_1배추_1강원도_LR_x4.npy,success
1687,scene_001687,220818KW0380148,1,배추,1,강원도,220818,KW,038,0148,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0148.tif,220818KW038G0148.tif,220818KW038R0148.tif,220818KW038E0148.tif,220818KW038N0148.tif,220818KW038B0148.json,HR_npy/scene_001687_1배추_1강원도_HR.npy,LR_x2_npy/scene_001687_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001687_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001687_1배추_1강원도_LR_x4.npy,success
1688,scene_001688,220818KW0380149,1,배추,1,강원도,220818,KW,038,0149,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0149.tif,220818KW038G0149.tif,220818KW038R0149.tif,220818KW038E0149.tif,220818KW038N0149.tif,220818KW038B0149.json,HR_npy/scene_001688_1배추_1강원도_HR.npy,LR_x2_npy/scene_001688_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001688_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001688_1배추_1강원도_LR_x4.npy,success
1689,scene_001689,220818KW0380150,1,배추,1,강원도,220818,KW,038,0150,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0150.tif,220818KW038G0150.tif,220818KW038R0150.tif,220818KW038E0150.tif,220818KW038N0150.tif,220818KW038B0150.json,HR_npy/scene_001689_1배추_1강원도_HR.npy,LR_x2_npy/scene_001689_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001689_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001689_1배추_1강원도_LR_x4.npy,success
1690,scene_001690,220818KW0380151,1,배추,1,강원도,220818,KW,038,0151,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0151.tif,220818KW038G0151.tif,220818KW038R0151.tif,220818KW038E0151.tif,220818KW038N0151.tif,220818KW038B0151.json,HR_npy/scene_001690_1배추_1강원도_HR.npy,LR_x2_npy/scene_001690_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001690_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001690_1배추_1강원도_LR_x4.npy,success
1691,scene_001691,220818KW0380152,1,배추,1,강원도,220818,KW,038,0152,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0152.tif,220818KW038G0152.tif,220818KW038R0152.tif,220818KW038E0152.tif,220818KW038N0152.tif,220818KW038B0152.json,HR_npy/scene_001691_1배추_1강원도_HR.npy,LR_x2_npy/scene_001691_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001691_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001691_1배추_1강원도_LR_x4.npy,success
1692,scene_001692,220818KW0380153,1,배추,1,강원도,220818,KW,038,0153,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0153.tif,220818KW038G0153.tif,220818KW038R0153.tif,220818KW038E0153.tif,220818KW038N0153.tif,220818KW038B0153.json,HR_npy/scene_001692_1배추_1강원도_HR.npy,LR_x2_npy/scene_001692_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001692_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001692_1배추_1강원도_LR_x4.npy,success
1693,scene_001693,220818KW0380154,1,배추,1,강원도,220818,KW,038,0154,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0154.tif,220818KW038G0154.tif,220818KW038R0154.tif,220818KW038E0154.tif,220818KW038N0154.tif,220818KW038B0154.json,HR_npy/scene_001693_1배추_1강원도_HR.npy,LR_x2_npy/scene_001693_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001693_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001693_1배추_1강원도_LR_x4.npy,success
1694,scene_001694,220818KW0380155,1,배추,1,강원도,220818,KW,038,0155,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0155.tif,220818KW038G0155.tif,220818KW038R0155.tif,220818KW038E0155.tif,220818KW038N0155.tif,220818KW038B0155.json,HR_npy/scene_001694_1배추_1강원도_HR.npy,LR_x2_npy/scene_001694_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001694_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001694_1배추_1강원도_LR_x4.npy,success
1695,scene_001695,220818KW0380156,1,배추,1,강원도,220818,KW,038,0156,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0156.tif,220818KW038G0156.tif,220818KW038R0156.tif,220818KW038E0156.tif,220818KW038N0156.tif,220818KW038B0156.json,HR_npy/scene_001695_1배추_1강원도_HR.npy,LR_x2_npy/scene_001695_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001695_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001695_1배추_1강원도_LR_x4.npy,success
1696,scene_001696,220818KW0380159,1,배추,1,강원도,220818,KW,038,0159,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0159.tif,220818KW038G0159.tif,220818KW038R0159.tif,220818KW038E0159.tif,220818KW038N0159.tif,220818KW038B0159.json,HR_npy/scene_001696_1배추_1강원도_HR.npy,LR_x2_npy/scene_001696_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001696_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001696_1배추_1강원도_LR_x4.npy,success
1697,scene_001697,220818KW0380160,1,배추,1,강원도,220818,KW,038,0160,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0160.tif,220818KW038G0160.tif,220818KW038R0160.tif,220818KW038E0160.tif,220818KW038N0160.tif,220818KW038B0160.json,HR_npy/scene_001697_1배추_1강원도_HR.npy,LR_x2_npy/scene_001697_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001697_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001697_1배추_1강원도_LR_x4.npy,success
1698,scene_001698,220818KW0380161,1,배추,1,강원도,220818,KW,038,0161,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0161.tif,220818KW038G0161.tif,220818KW038R0161.tif,220818KW038E0161.tif,220818KW038N0161.tif,220818KW038B0161.json,HR_npy/scene_001698_1배추_1강원도_HR.npy,LR_x2_npy/scene_001698_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001698_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001698_1배추_1강원도_LR_x4.npy,success
1699,scene_001699,220818KW0380162,1,배추,1,강원도,220818,KW,038,0162,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0162.tif,220818KW038G0162.tif,220818KW038R0162.tif,220818KW038E0162.tif,220818KW038N0162.tif,220818KW038B0162.json,HR_npy/scene_001699_1배추_1강원도_HR.npy,LR_x2_npy/scene_001699_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001699_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001699_1배추_1강원도_LR_x4.npy,success
1700,scene_001700,220818KW0380163,1,배추,1,강원도,220818,KW,038,0163,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0163.tif,220818KW038G0163.tif,220818KW038R0163.tif,220818KW038E0163.tif,220818KW038N0163.tif,220818KW038B0163.json,HR_npy/scene_001700_1배추_1강원도_HR.npy,LR_x2_npy/scene_001700_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001700_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001700_1배추_1강원도_LR_x4.npy,success
1701,scene_001701,220818KW0380164,1,배추,1,강원도,220818,KW,038,0164,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0164.tif,220818KW038G0164.tif,220818KW038R0164.tif,220818KW038E0164.tif,220818KW038N0164.tif,220818KW038B0164.json,HR_npy/scene_001701_1배추_1강원도_HR.npy,LR_x2_npy/scene_001701_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001701_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001701_1배추_1강원도_LR_x4.npy,success
1702,scene_001702,220818KW0380165,1,배추,1,강원도,220818,KW,038,0165,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0165.tif,220818KW038G0165.tif,220818KW038R0165.tif,220818KW038E0165.tif,220818KW038N0165.tif,220818KW038B0165.json,HR_npy/scene_001702_1배추_1강원도_HR.npy,LR_x2_npy/scene_001702_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001702_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001702_1배추_1강원도_LR_x4.npy,success
1703,scene_001703,220818KW0380166,1,배추,1,강원도,220818,KW,038,0166,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0166.tif,220818KW038G0166.tif,220818KW038R0166.tif,220818KW038E0166.tif,220818KW038N0166.tif,220818KW038B0166.json,HR_npy/scene_001703_1배추_1강원도_HR.npy,LR_x2_npy/scene_001703_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001703_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001703_1배추_1강원도_LR_x4.npy,success
1704,scene_001704,220818KW0380167,1,배추,1,강원도,220818,KW,038,0167,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0167.tif,220818KW038G0167.tif,220818KW038R0167.tif,220818KW038E0167.tif,220818KW038N0167.tif,220818KW038B0167.json,HR_npy/scene_001704_1배추_1강원도_HR.npy,LR_x2_npy/scene_001704_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001704_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001704_1배추_1강원도_LR_x4.npy,success
1705,scene_001705,220818KW0380168,1,배추,1,강원도,220818,KW,038,0168,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0168.tif,220818KW038G0168.tif,220818KW038R0168.tif,220818KW038E0168.tif,220818KW038N0168.tif,220818KW038B0168.json,HR_npy/scene_001705_1배추_1강원도_HR.npy,LR_x2_npy/scene_001705_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001705_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001705_1배추_1강원도_LR_x4.npy,success
1706,scene_001706,220818KW0380171,1,배추,1,강원도,220818,KW,038,0171,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0171.tif,220818KW038G0171.tif,220818KW038R0171.tif,220818KW038E0171.tif,220818KW038N0171.tif,220818KW038B0171.json,HR_npy/scene_001706_1배추_1강원도_HR.npy,LR_x2_npy/scene_001706_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001706_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001706_1배추_1강원도_LR_x4.npy,success
1707,scene_001707,220818KW0380172,1,배추,1,강원도,220818,KW,038,0172,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0172.tif,220818KW038G0172.tif,220818KW038R0172.tif,220818KW038E0172.tif,220818KW038N0172.tif,220818KW038B0172.json,HR_npy/scene_001707_1배추_1강원도_HR.npy,LR_x2_npy/scene_001707_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001707_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001707_1배추_1강원도_LR_x4.npy,success
1708,scene_001708,220818KW0380173,1,배추,1,강원도,220818,KW,038,0173,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0173.tif,220818KW038G0173.tif,220818KW038R0173.tif,220818KW038E0173.tif,220818KW038N0173.tif,220818KW038B0173.json,HR_npy/scene_001708_1배추_1강원도_HR.npy,LR_x2_npy/scene_001708_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001708_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001708_1배추_1강원도_LR_x4.npy,success
1709,scene_001709,220818KW0380174,1,배추,1,강원도,220818,KW,038,0174,800,800,5,"Blue,Green,Red,RedEdge,NIR",220818KW038B0174.tif,220818KW038G0174.tif,220818KW038R0174.tif,220818KW038E0174.tif,220818KW038N0174.tif,220818KW038B0174.json,HR_npy/scene_001709_1배추_1강원도_HR.npy,LR_x2_npy/scene_001709_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_001709_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_001709_1배추_1강원도_LR_x4.npy,success
